ID_Usuario,ID_Filme,Nota,Genero
64,Filme_36,2,Comédia
64,Filme_27,2,Drama
64,Filme_43,2,Drama
64,Filme_3,4,Terror
64,Filme_8,4,Comédia
64,Filme_45,3,Ação
64,Filme_42,4,Sci-Fi
64,Filme_23,3,Ação
64,Filme_44,1,Drama
64,Filme_19,5,Sci-Fi
64,Filme_39,1,Drama
65,Filme_13,3,Drama
65,Filme_17,1,Terror
65,Filme_18,3,Ação
65,Filme_38,4,Ação
65,Filme_24,4,Ação
65,Filme_40,1,Sci-Fi
65,Filme_37,2,Terror
65,Filme_6,4,Comédia
65,Filme_36,4,Comédia
65,Filme_5,1,Drama
65,Filme_30,4,Comédia
65,Filme_27,3,Drama
65,Filme_22,2,Sci-Fi
65,Filme_14,2,Sci-Fi
66,Filme_5,4,Drama
66,Filme_24,5,Ação
66,Filme_33,4,Ação
66,Filme_8,3,Comédia
66,Filme_41,5,Ação
66,Filme_35,2,Terror
66,Filme_45,4,Ação
66,Filme_15,3,Drama
66,Filme_29,1,Sci-Fi
66,Filme_1,1,Terror
66,Filme_40,3,Sci-Fi
67,Filme_39,3,Drama
67,Filme_1,3,Terror
67,Filme_0,3,Sci-Fi
67,Filme_49,2,Sci-Fi
67,Filme_32,2,Sci-Fi
67,Filme_24,4,Ação
67,Filme_26,4,Comédia
67,Filme_7,5,Comédia
67,Filme_34,4,Comédia
67,Filme_45,2,Ação
67,Filme_25,4,Comédia
67,Filme_16,1,Sci-Fi
67,Filme_29,3,Sci-Fi
67,Filme_13,4,Drama
67,Filme_31,2,Sci-Fi
67,Filme_10,2,Sci-Fi
67,Filme_15,1,Drama
68,Filme_4,3,Terror
68,Filme_42,4,Sci-Fi
68,Filme_13,2,Drama
68,Filme_10,2,Sci-Fi
68,Filme_17,1,Terror
68,Filme_45,5,Ação
68,Filme_27,2,Drama
68,Filme_7,1,Comédia
68,Filme_3,3,Terror
68,Filme_9,4,Terror
68,Filme_21,4,Terror
68,Filme_18,4,Ação
68,Filme_34,1,Comédia
69,Filme_49,2,Sci-Fi
69,Filme_16,4,Sci-Fi
69,Filme_27,3,Drama
69,Filme_31,1,Sci-Fi
69,Filme_25,5,Comédia
69,Filme_38,2,Ação
69,Filme_8,5,Comédia
69,Filme_41,1,Ação
69,Filme_40,3,Sci-Fi
69,Filme_10,2,Sci-Fi
69,Filme_43,1,Drama
69,Filme_14,3,Sci-Fi
69,Filme_20,2,Drama
69,Filme_45,2,Ação
69,Filme_29,3,Sci-Fi
70,Filme_3,4,Terror
70,Filme_42,4,Sci-Fi
70,Filme_33,1,Ação
70,Filme_0,5,Sci-Fi
70,Filme_10,5,Sci-Fi
70,Filme_44,4,Drama
70,Filme_49,4,Sci-Fi
70,Filme_46,4,Drama
70,Filme_29,4,Sci-Fi
70,Filme_20,3,Drama
71,Filme_7,2,Comédia
71,Filme_10,1,Sci-Fi
71,Filme_36,2,Comédia
71,Filme_17,2,Terror
71,Filme_23,3,Ação
71,Filme_39,5,Drama
71,Filme_4,2,Terror
71,Filme_30,3,Comédia
71,Filme_11,4,Comédia
71,Filme_13,4,Drama
71,Filme_47,1,Terror
71,Filme_40,3,Sci-Fi
71,Filme_42,1,Sci-Fi
71,Filme_41,4,Ação
72,Filme_8,1,Comédia
72,Filme_44,3,Drama
72,Filme_20,1,Drama
72,Filme_35,4,Terror
72,Filme_30,4,Comédia
72,Filme_24,1,Ação
72,Filme_1,2,Terror
72,Filme_14,4,Sci-Fi
72,Filme_45,1,Ação
72,Filme_11,2,Comédia
72,Filme_28,5,Sci-Fi
72,Filme_7,3,Comédia
72,Filme_6,1,Comédia
72,Filme_37,2,Terror
72,Filme_21,1,Terror
72,Filme_23,2,Ação
72,Filme_36,3,Comédia
72,Filme_13,3,Drama
73,Filme_26,1,Comédia
73,Filme_8,1,Comédia
73,Filme_1,1,Terror
73,Filme_30,3,Comédia
73,Filme_11,2,Comédia
73,Filme_18,4,Ação
73,Filme_7,4,Comédia
73,Filme_40,4,Sci-Fi
73,Filme_25,1,Comédia
73,Filme_19,4,Sci-Fi
73,Filme_28,5,Sci-Fi
73,Filme_32,5,Sci-Fi
73,Filme_37,3,Terror
73,Filme_34,4,Comédia
73,Filme_49,4,Sci-Fi
74,Filme_28,4,Sci-Fi
74,Filme_44,4,Drama
74,Filme_3,3,Terror
74,Filme_17,4,Terror
74,Filme_6,2,Comédia
74,Filme_25,1,Comédia
74,Filme_45,2,Ação
74,Filme_10,5,Sci-Fi
74,Filme_9,3,Terror
74,Filme_0,5,Sci-Fi
74,Filme_23,3,Ação
74,Filme_31,4,Sci-Fi
74,Filme_18,3,Ação
74,Filme_35,2,Terror
74,Filme_42,4,Sci-Fi
74,Filme_26,3,Comédia
74,Filme_1,2,Terror
74,Filme_7,3,Comédia
74,Filme_36,2,Comédia
75,Filme_49,5,Sci-Fi
75,Filme_5,1,Drama
75,Filme_11,1,Comédia
75,Filme_17,1,Terror
75,Filme_22,5,Sci-Fi
75,Filme_3,4,Terror
75,Filme_1,1,Terror
75,Filme_41,3,Ação
75,Filme_31,5,Sci-Fi
75,Filme_19,4,Sci-Fi
75,Filme_47,2,Terror
75,Filme_10,4,Sci-Fi
75,Filme_13,3,Drama
75,Filme_14,5,Sci-Fi
75,Filme_35,1,Terror
75,Filme_21,3,Terror
75,Filme_43,3,Drama
76,Filme_22,2,Sci-Fi
76,Filme_25,1,Comédia
76,Filme_37,4,Terror
76,Filme_26,1,Comédia
76,Filme_23,2,Ação
76,Filme_49,3,Sci-Fi
76,Filme_6,4,Comédia
76,Filme_4,2,Terror
76,Filme_36,4,Comédia
76,Filme_8,1,Comédia
76,Filme_0,3,Sci-Fi
76,Filme_40,1,Sci-Fi
76,Filme_33,3,Ação
76,Filme_20,5,Drama
76,Filme_16,4,Sci-Fi
76,Filme_15,4,Drama
76,Filme_32,3,Sci-Fi
76,Filme_46,4,Drama
77,Filme_13,4,Drama
77,Filme_3,4,Terror
77,Filme_49,4,Sci-Fi
77,Filme_18,2,Ação
77,Filme_4,2,Terror
77,Filme_47,1,Terror
77,Filme_41,3,Ação
77,Filme_37,4,Terror
77,Filme_19,4,Sci-Fi
77,Filme_8,2,Comédia
77,Filme_48,2,Drama
77,Filme_0,4,Sci-Fi
77,Filme_17,1,Terror
77,Filme_6,3,Comédia
77,Filme_23,3,Ação
77,Filme_42,5,Sci-Fi
77,Filme_44,4,Drama
77,Filme_40,4,Sci-Fi
78,Filme_26,2,Comédia
78,Filme_38,2,Ação
78,Filme_18,3,Ação
78,Filme_8,2,Comédia
78,Filme_16,5,Sci-Fi
78,Filme_25,2,Comédia
78,Filme_22,4,Sci-Fi
78,Filme_13,4,Drama
78,Filme_35,4,Terror
78,Filme_3,4,Terror
78,Filme_42,4,Sci-Fi
78,Filme_23,3,Ação
78,Filme_39,4,Drama
78,Filme_45,3,Ação
78,Filme_29,5,Sci-Fi
78,Filme_2,3,Comédia
78,Filme_9,3,Terror
78,Filme_33,4,Ação
78,Filme_47,1,Terror
79,Filme_34,1,Comédia
79,Filme_12,4,Terror
79,Filme_26,4,Comédia
79,Filme_0,4,Sci-Fi
79,Filme_2,2,Comédia
79,Filme_7,2,Comédia
79,Filme_43,2,Drama
79,Filme_38,3,Ação
79,Filme_41,1,Ação
79,Filme_14,1,Sci-Fi
79,Filme_25,2,Comédia
79,Filme_8,2,Comédia
79,Filme_6,2,Comédia
79,Filme_15,4,Drama
79,Filme_29,2,Sci-Fi
79,Filme_32,4,Sci-Fi
79,Filme_37,4,Terror
79,Filme_31,3,Sci-Fi
79,Filme_46,3,Drama
80,Filme_5,1,Drama
80,Filme_17,4,Terror
80,Filme_11,4,Comédia
80,Filme_26,4,Comédia
80,Filme_0,1,Sci-Fi
80,Filme_38,2,Ação
80,Filme_32,2,Sci-Fi
80,Filme_3,4,Terror
80,Filme_9,4,Terror
80,Filme_46,3,Drama
80,Filme_8,4,Comédia
80,Filme_18,3,Ação
80,Filme_24,4,Ação
80,Filme_4,1,Terror
80,Filme_20,1,Drama
80,Filme_43,4,Drama
80,Filme_14,2,Sci-Fi
81,Filme_15,1,Drama
81,Filme_0,1,Sci-Fi
81,Filme_24,3,Ação
81,Filme_44,3,Drama
81,Filme_42,3,Sci-Fi
81,Filme_35,5,Terror
81,Filme_39,1,Drama
81,Filme_8,3,Comédia
81,Filme_30,2,Comédia
81,Filme_26,1,Comédia
81,Filme_18,4,Ação
81,Filme_20,2,Drama
82,Filme_28,2,Sci-Fi
82,Filme_13,4,Drama
82,Filme_36,4,Comédia
82,Filme_1,3,Terror
82,Filme_22,4,Sci-Fi
82,Filme_44,1,Drama
82,Filme_9,1,Terror
82,Filme_30,4,Comédia
82,Filme_23,4,Ação
82,Filme_4,2,Terror
82,Filme_48,3,Drama
82,Filme_0,2,Sci-Fi
82,Filme_7,4,Comédia
82,Filme_35,4,Terror
82,Filme_10,1,Sci-Fi
83,Filme_40,1,Sci-Fi
83,Filme_10,3,Sci-Fi
83,Filme_14,1,Sci-Fi
83,Filme_48,1,Drama
83,Filme_39,4,Drama
83,Filme_32,1,Sci-Fi
83,Filme_36,4,Comédia
83,Filme_1,4,Terror
83,Filme_26,4,Comédia
83,Filme_42,2,Sci-Fi
83,Filme_35,2,Terror
83,Filme_18,2,Ação
84,Filme_4,3,Terror
84,Filme_6,3,Comédia
84,Filme_37,3,Terror
84,Filme_26,3,Comédia
84,Filme_43,3,Drama
84,Filme_3,1,Terror
84,Filme_5,1,Drama
84,Filme_39,4,Drama
84,Filme_34,2,Comédia
84,Filme_7,1,Comédia
84,Filme_13,1,Drama
84,Filme_38,4,Ação
84,Filme_32,4,Sci-Fi
84,Filme_27,3,Drama
84,Filme_23,5,Ação
84,Filme_44,2,Drama
85,Filme_6,3,Comédia
85,Filme_25,1,Comédia
85,Filme_29,3,Sci-Fi
85,Filme_31,4,Sci-Fi
85,Filme_28,4,Sci-Fi
85,Filme_17,4,Terror
85,Filme_14,3,Sci-Fi
85,Filme_43,5,Drama
85,Filme_32,3,Sci-Fi
85,Filme_0,2,Sci-Fi
85,Filme_42,1,Sci-Fi
85,Filme_47,1,Terror
85,Filme_15,4,Drama
85,Filme_11,2,Comédia
85,Filme_9,3,Terror
86,Filme_6,4,Comédia
86,Filme_43,4,Drama
86,Filme_28,2,Sci-Fi
86,Filme_29,1,Sci-Fi
86,Filme_10,4,Sci-Fi
86,Filme_49,3,Sci-Fi
86,Filme_20,5,Drama
86,Filme_31,4,Sci-Fi
86,Filme_7,3,Comédia
86,Filme_40,4,Sci-Fi
86,Filme_48,4,Drama
86,Filme_38,4,Ação
86,Filme_13,5,Drama
86,Filme_44,5,Drama
86,Filme_36,1,Comédia
86,Filme_12,4,Terror
86,Filme_5,4,Drama
87,Filme_45,1,Ação
87,Filme_13,1,Drama
87,Filme_32,2,Sci-Fi
87,Filme_3,2,Terror
87,Filme_38,1,Ação
87,Filme_2,4,Comédia
87,Filme_18,2,Ação
87,Filme_26,4,Comédia
87,Filme_16,4,Sci-Fi
87,Filme_17,2,Terror
87,Filme_34,4,Comédia
87,Filme_5,2,Drama
87,Filme_9,3,Terror
87,Filme_30,5,Comédia
88,Filme_28,2,Sci-Fi
88,Filme_46,4,Drama
88,Filme_38,2,Ação
88,Filme_36,1,Comédia
88,Filme_8,4,Comédia
88,Filme_1,4,Terror
88,Filme_27,3,Drama
88,Filme_49,2,Sci-Fi
88,Filme_0,4,Sci-Fi
88,Filme_43,4,Drama
88,Filme_7,3,Comédia
88,Filme_9,5,Terror
88,Filme_15,4,Drama
88,Filme_20,4,Drama
88,Filme_32,2,Sci-Fi
89,Filme_18,4,Ação
89,Filme_0,5,Sci-Fi
89,Filme_24,3,Ação
89,Filme_42,5,Sci-Fi
89,Filme_19,4,Sci-Fi
89,Filme_26,1,Comédia
89,Filme_47,3,Terror
89,Filme_16,4,Sci-Fi
89,Filme_33,4,Ação
89,Filme_21,2,Terror
89,Filme_39,4,Drama
89,Filme_41,2,Ação
89,Filme_36,3,Comédia
89,Filme_25,2,Comédia
89,Filme_32,4,Sci-Fi
89,Filme_34,4,Comédia
89,Filme_49,5,Sci-Fi
89,Filme_3,4,Terror
89,Filme_11,3,Comédia
90,Filme_7,5,Comédia
90,Filme_20,1,Drama
90,Filme_43,3,Drama
90,Filme_23,2,Ação
90,Filme_12,3,Terror
90,Filme_28,1,Sci-Fi
90,Filme_38,3,Ação
90,Filme_3,2,Terror
90,Filme_21,4,Terror
90,Filme_0,2,Sci-Fi
90,Filme_47,1,Terror
90,Filme_6,5,Comédia
90,Filme_5,3,Drama
90,Filme_14,3,Sci-Fi
90,Filme_37,3,Terror
90,Filme_16,4,Sci-Fi
90,Filme_10,2,Sci-Fi
90,Filme_26,5,Comédia
90,Filme_35,4,Terror
91,Filme_34,3,Comédia
91,Filme_48,4,Drama
91,Filme_0,2,Sci-Fi
91,Filme_5,2,Drama
91,Filme_8,4,Comédia
91,Filme_19,4,Sci-Fi
91,Filme_36,2,Comédia
91,Filme_45,1,Ação
91,Filme_10,2,Sci-Fi
91,Filme_18,4,Ação
91,Filme_28,2,Sci-Fi
91,Filme_17,4,Terror
91,Filme_23,3,Ação
92,Filme_7,4,Comédia
92,Filme_42,4,Sci-Fi
92,Filme_0,2,Sci-Fi
92,Filme_16,3,Sci-Fi
92,Filme_40,1,Sci-Fi
92,Filme_36,3,Comédia
92,Filme_34,3,Comédia
92,Filme_30,4,Comédia
92,Filme_23,1,Ação
92,Filme_24,3,Ação
92,Filme_15,4,Drama
92,Filme_49,1,Sci-Fi
92,Filme_20,5,Drama
92,Filme_2,3,Comédia
92,Filme_39,5,Drama
93,Filme_37,2,Terror
93,Filme_33,1,Ação
93,Filme_42,2,Sci-Fi
93,Filme_17,4,Terror
93,Filme_30,4,Comédia
93,Filme_49,1,Sci-Fi
93,Filme_24,4,Ação
93,Filme_39,5,Drama
93,Filme_14,1,Sci-Fi
93,Filme_35,2,Terror
94,Filme_15,4,Drama
94,Filme_10,1,Sci-Fi
94,Filme_22,4,Sci-Fi
94,Filme_6,3,Comédia
94,Filme_34,2,Comédia
94,Filme_2,3,Comédia
94,Filme_31,3,Sci-Fi
94,Filme_25,2,Comédia
94,Filme_40,2,Sci-Fi
94,Filme_16,4,Sci-Fi
94,Filme_45,5,Ação
95,Filme_28,1,Sci-Fi
95,Filme_9,3,Terror
95,Filme_46,1,Drama
95,Filme_41,4,Ação
95,Filme_36,2,Comédia
95,Filme_15,1,Drama
95,Filme_24,5,Ação
95,Filme_20,2,Drama
95,Filme_25,4,Comédia
95,Filme_17,1,Terror
95,Filme_29,4,Sci-Fi
95,Filme_34,3,Comédia
95,Filme_10,1,Sci-Fi
95,Filme_48,3,Drama
95,Filme_11,4,Comédia
95,Filme_3,3,Terror
96,Filme_4,5,Terror
96,Filme_34,3,Comédia
96,Filme_20,4,Drama
96,Filme_31,2,Sci-Fi
96,Filme_28,3,Sci-Fi
96,Filme_29,4,Sci-Fi
96,Filme_0,3,Sci-Fi
96,Filme_16,3,Sci-Fi
96,Filme_45,3,Ação
96,Filme_43,1,Drama
96,Filme_2,4,Comédia
96,Filme_42,1,Sci-Fi
96,Filme_1,5,Terror
97,Filme_32,3,Sci-Fi
97,Filme_37,1,Terror
97,Filme_38,2,Ação
97,Filme_48,4,Drama
97,Filme_30,2,Comédia
97,Filme_4,1,Terror
97,Filme_9,2,Terror
97,Filme_1,1,Terror
97,Filme_5,4,Drama
97,Filme_28,2,Sci-Fi
97,Filme_8,2,Comédia
97,Filme_7,1,Comédia
97,Filme_17,3,Terror
97,Filme_47,4,Terror
97,Filme_44,4,Drama
98,Filme_21,3,Terror
98,Filme_39,4,Drama
98,Filme_48,4,Drama
98,Filme_11,1,Comédia
98,Filme_12,3,Terror
98,Filme_20,5,Drama
98,Filme_35,2,Terror
98,Filme_27,4,Drama
98,Filme_1,2,Terror
98,Filme_5,4,Drama
98,Filme_37,2,Terror
98,Filme_36,2,Comédia
98,Filme_45,4,Ação
98,Filme_9,4,Terror
98,Filme_41,4,Ação
99,Filme_7,5,Comédia
99,Filme_48,1,Drama
99,Filme_24,3,Ação
99,Filme_37,1,Terror
99,Filme_23,1,Ação
99,Filme_18,3,Ação
99,Filme_13,3,Drama
99,Filme_39,4,Drama
99,Filme_16,3,Sci-Fi
99,Filme_31,2,Sci-Fi
99,Filme_12,3,Terror
99,Filme_3,4,Terror
99,Filme_15,4,Drama
99,Filme_43,4,Drama
100,Filme_17,1,Terror
100,Filme_26,4,Comédia
100,Filme_32,4,Sci-Fi
100,Filme_0,1,Sci-Fi
100,Filme_1,2,Terror
100,Filme_24,3,Ação
100,Filme_43,4,Drama
100,Filme_13,2,Drama
100,Filme_10,4,Sci-Fi
100,Filme_42,4,Sci-Fi
100,Filme_49,1,Sci-Fi
100,Filme_16,1,Sci-Fi
100,Filme_15,2,Drama
100,Filme_36,5,Comédia
100,Filme_19,1,Sci-Fi
100,Filme_23,1,Ação
101,Filme_10,4,Sci-Fi
101,Filme_49,4,Sci-Fi
101,Filme_33,4,Ação
101,Filme_21,3,Terror
101,Filme_9,1,Terror
101,Filme_20,2,Drama
101,Filme_11,3,Comédia
101,Filme_16,4,Sci-Fi
101,Filme_23,3,Ação
101,Filme_28,4,Sci-Fi
101,Filme_25,3,Comédia
101,Filme_30,3,Comédia
101,Filme_41,3,Ação
101,Filme_32,4,Sci-Fi
101,Filme_38,2,Ação
101,Filme_46,2,Drama
101,Filme_6,2,Comédia
101,Filme_18,2,Ação
101,Filme_44,1,Drama
102,Filme_16,4,Sci-Fi
102,Filme_3,1,Terror
102,Filme_35,4,Terror
102,Filme_14,5,Sci-Fi
102,Filme_4,4,Terror
102,Filme_23,3,Ação
102,Filme_43,3,Drama
102,Filme_9,4,Terror
102,Filme_1,3,Terror
102,Filme_38,2,Ação
102,Filme_10,4,Sci-Fi
102,Filme_20,2,Drama
102,Filme_28,5,Sci-Fi
102,Filme_6,4,Comédia
102,Filme_31,4,Sci-Fi
102,Filme_48,2,Drama
102,Filme_8,3,Comédia
103,Filme_6,4,Comédia
103,Filme_29,2,Sci-Fi
103,Filme_15,3,Drama
103,Filme_32,1,Sci-Fi
103,Filme_35,1,Terror
103,Filme_4,2,Terror
103,Filme_9,3,Terror
103,Filme_37,1,Terror
103,Filme_14,2,Sci-Fi
103,Filme_28,4,Sci-Fi
103,Filme_48,4,Drama
103,Filme_11,4,Comédia
103,Filme_41,4,Ação
103,Filme_21,2,Terror
104,Filme_13,4,Drama
104,Filme_10,1,Sci-Fi
104,Filme_21,1,Terror
104,Filme_27,5,Drama
104,Filme_0,1,Sci-Fi
104,Filme_46,5,Drama
104,Filme_6,4,Comédia
104,Filme_11,1,Comédia
104,Filme_24,4,Ação
104,Filme_7,1,Comédia
104,Filme_35,2,Terror
104,Filme_18,4,Ação
104,Filme_49,4,Sci-Fi
104,Filme_28,1,Sci-Fi
104,Filme_26,4,Comédia
104,Filme_45,3,Ação
104,Filme_1,2,Terror
104,Filme_47,2,Terror
105,Filme_23,3,Ação
105,Filme_35,2,Terror
105,Filme_31,5,Sci-Fi
105,Filme_43,3,Drama
105,Filme_7,4,Comédia
105,Filme_32,5,Sci-Fi
105,Filme_29,5,Sci-Fi
105,Filme_34,4,Comédia
105,Filme_0,5,Sci-Fi
105,Filme_33,3,Ação
105,Filme_26,2,Comédia
105,Filme_6,1,Comédia
105,Filme_11,3,Comédia
105,Filme_36,1,Comédia
105,Filme_47,1,Terror
105,Filme_3,3,Terror
106,Filme_1,1,Terror
106,Filme_14,3,Sci-Fi
106,Filme_44,4,Drama
106,Filme_9,2,Terror
106,Filme_4,3,Terror
106,Filme_32,4,Sci-Fi
106,Filme_11,4,Comédia
106,Filme_39,1,Drama
106,Filme_48,3,Drama
106,Filme_3,3,Terror
106,Filme_31,2,Sci-Fi
106,Filme_29,1,Sci-Fi
106,Filme_40,1,Sci-Fi
106,Filme_34,5,Comédia
106,Filme_0,3,Sci-Fi
106,Filme_12,4,Terror
106,Filme_8,4,Comédia
106,Filme_43,1,Drama
106,Filme_26,4,Comédia
107,Filme_9,3,Terror
107,Filme_25,2,Comédia
107,Filme_29,2,Sci-Fi
107,Filme_10,1,Sci-Fi
107,Filme_18,4,Ação
107,Filme_20,2,Drama
107,Filme_41,4,Ação
107,Filme_48,4,Drama
107,Filme_6,2,Comédia
107,Filme_33,4,Ação
107,Filme_24,5,Ação
107,Filme_15,1,Drama
108,Filme_40,1,Sci-Fi
108,Filme_17,5,Terror
108,Filme_23,2,Ação
108,Filme_35,4,Terror
108,Filme_2,3,Comédia
108,Filme_14,4,Sci-Fi
108,Filme_48,4,Drama
108,Filme_49,2,Sci-Fi
108,Filme_31,2,Sci-Fi
108,Filme_26,4,Comédia
108,Filme_11,2,Comédia
108,Filme_12,4,Terror
108,Filme_30,2,Comédia
108,Filme_6,2,Comédia
109,Filme_4,2,Terror
109,Filme_1,1,Terror
109,Filme_30,2,Comédia
109,Filme_40,3,Sci-Fi
109,Filme_45,5,Ação
109,Filme_47,2,Terror
109,Filme_48,1,Drama
109,Filme_24,4,Ação
109,Filme_18,4,Ação
109,Filme_39,2,Drama
109,Filme_31,2,Sci-Fi
109,Filme_26,1,Comédia
109,Filme_23,4,Ação
109,Filme_7,2,Comédia
109,Filme_28,4,Sci-Fi
109,Filme_15,2,Drama
109,Filme_32,3,Sci-Fi
110,Filme_46,5,Drama
110,Filme_27,4,Drama
110,Filme_31,4,Sci-Fi
110,Filme_36,1,Comédia
110,Filme_23,2,Ação
110,Filme_4,3,Terror
110,Filme_49,1,Sci-Fi
110,Filme_8,2,Comédia
110,Filme_48,5,Drama
110,Filme_43,4,Drama
111,Filme_28,1,Sci-Fi
111,Filme_16,2,Sci-Fi
111,Filme_49,4,Sci-Fi
111,Filme_37,1,Terror
111,Filme_11,1,Comédia
111,Filme_27,5,Drama
111,Filme_30,3,Comédia
111,Filme_7,3,Comédia
111,Filme_3,3,Terror
111,Filme_20,5,Drama
111,Filme_18,3,Ação
111,Filme_17,4,Terror
111,Filme_10,4,Sci-Fi
111,Filme_21,4,Terror
111,Filme_24,4,Ação
112,Filme_11,4,Comédia
112,Filme_46,4,Drama
112,Filme_19,4,Sci-Fi
112,Filme_2,3,Comédia
112,Filme_41,4,Ação
112,Filme_18,5,Ação
112,Filme_5,1,Drama
112,Filme_40,1,Sci-Fi
112,Filme_44,3,Drama
112,Filme_13,3,Drama
113,Filme_8,1,Comédia
113,Filme_14,5,Sci-Fi
113,Filme_29,4,Sci-Fi
113,Filme_4,1,Terror
113,Filme_39,4,Drama
113,Filme_41,3,Ação
113,Filme_10,4,Sci-Fi
113,Filme_43,4,Drama
113,Filme_23,4,Ação
113,Filme_22,4,Sci-Fi
113,Filme_5,2,Drama
113,Filme_34,3,Comédia
113,Filme_35,2,Terror
113,Filme_12,2,Terror
114,Filme_0,5,Sci-Fi
114,Filme_36,3,Comédia
114,Filme_6,2,Comédia
114,Filme_9,4,Terror
114,Filme_4,3,Terror
114,Filme_31,4,Sci-Fi
114,Filme_40,4,Sci-Fi
114,Filme_10,4,Sci-Fi
114,Filme_34,4,Comédia
114,Filme_17,3,Terror
115,Filme_34,5,Comédia
115,Filme_17,2,Terror
115,Filme_15,1,Drama
115,Filme_33,3,Ação
115,Filme_21,2,Terror
115,Filme_32,4,Sci-Fi
115,Filme_46,1,Drama
115,Filme_18,2,Ação
115,Filme_3,2,Terror
115,Filme_6,5,Comédia
115,Filme_19,4,Sci-Fi
115,Filme_12,1,Terror
115,Filme_29,3,Sci-Fi
115,Filme_42,3,Sci-Fi
116,Filme_38,5,Ação
116,Filme_3,1,Terror
116,Filme_49,4,Sci-Fi
116,Filme_14,4,Sci-Fi
116,Filme_30,4,Comédia
116,Filme_34,4,Comédia
116,Filme_40,2,Sci-Fi
116,Filme_47,3,Terror
116,Filme_18,5,Ação
116,Filme_31,2,Sci-Fi
116,Filme_4,1,Terror
116,Filme_12,4,Terror
116,Filme_15,2,Drama
116,Filme_41,5,Ação
116,Filme_2,2,Comédia
116,Filme_42,2,Sci-Fi
116,Filme_33,4,Ação
116,Filme_17,3,Terror
117,Filme_46,5,Drama
117,Filme_18,1,Ação
117,Filme_8,4,Comédia
117,Filme_37,1,Terror
117,Filme_13,5,Drama
117,Filme_24,2,Ação
117,Filme_31,2,Sci-Fi
117,Filme_35,1,Terror
117,Filme_5,4,Drama
117,Filme_45,1,Ação
117,Filme_15,4,Drama
117,Filme_25,2,Comédia
117,Filme_4,4,Terror
117,Filme_26,3,Comédia
117,Filme_2,2,Comédia
117,Filme_27,5,Drama
117,Filme_21,3,Terror
117,Filme_44,5,Drama
118,Filme_45,4,Ação
118,Filme_28,1,Sci-Fi
118,Filme_29,3,Sci-Fi
118,Filme_41,3,Ação
118,Filme_18,4,Ação
118,Filme_27,5,Drama
118,Filme_26,1,Comédia
118,Filme_39,4,Drama
118,Filme_47,4,Terror
118,Filme_24,4,Ação
118,Filme_37,4,Terror
119,Filme_15,1,Drama
119,Filme_19,3,Sci-Fi
119,Filme_46,1,Drama
119,Filme_41,1,Ação
119,Filme_39,1,Drama
119,Filme_49,2,Sci-Fi
119,Filme_1,4,Terror
119,Filme_26,3,Comédia
119,Filme_29,2,Sci-Fi
119,Filme_16,3,Sci-Fi
119,Filme_28,1,Sci-Fi
119,Filme_35,4,Terror
119,Filme_17,5,Terror
119,Filme_2,1,Comédia
119,Filme_38,2,Ação
119,Filme_22,4,Sci-Fi
119,Filme_21,4,Terror
119,Filme_30,1,Comédia
119,Filme_14,3,Sci-Fi
120,Filme_44,2,Drama
120,Filme_12,5,Terror
120,Filme_17,4,Terror
120,Filme_2,2,Comédia
120,Filme_19,3,Sci-Fi
120,Filme_24,4,Ação
120,Filme_5,1,Drama
120,Filme_13,4,Drama
120,Filme_28,3,Sci-Fi
120,Filme_48,1,Drama
120,Filme_9,5,Terror
121,Filme_35,1,Terror
121,Filme_45,1,Ação
121,Filme_32,4,Sci-Fi
121,Filme_23,2,Ação
121,Filme_34,1,Comédia
121,Filme_33,2,Ação
121,Filme_25,3,Comédia
121,Filme_0,5,Sci-Fi
121,Filme_7,1,Comédia
121,Filme_40,5,Sci-Fi
121,Filme_2,2,Comédia
121,Filme_10,4,Sci-Fi
121,Filme_5,3,Drama
121,Filme_41,3,Ação
121,Filme_44,4,Drama
121,Filme_26,2,Comédia
121,Filme_46,1,Drama
121,Filme_39,1,Drama
121,Filme_31,5,Sci-Fi
122,Filme_10,3,Sci-Fi
122,Filme_38,4,Ação
122,Filme_11,1,Comédia
122,Filme_25,1,Comédia
122,Filme_32,2,Sci-Fi
122,Filme_39,3,Drama
122,Filme_37,3,Terror
122,Filme_13,4,Drama
122,Filme_49,3,Sci-Fi
122,Filme_34,2,Comédia
123,Filme_5,4,Drama
123,Filme_20,4,Drama
123,Filme_45,4,Ação
123,Filme_12,4,Terror
123,Filme_22,1,Sci-Fi
123,Filme_14,1,Sci-Fi
123,Filme_46,4,Drama
123,Filme_49,1,Sci-Fi
123,Filme_27,4,Drama
123,Filme_15,5,Drama
123,Filme_0,3,Sci-Fi
123,Filme_40,3,Sci-Fi
123,Filme_2,3,Comédia
123,Filme_10,4,Sci-Fi
123,Filme_7,2,Comédia
123,Filme_34,3,Comédia
123,Filme_37,4,Terror
123,Filme_21,2,Terror
123,Filme_31,2,Sci-Fi
124,Filme_21,2,Terror
124,Filme_22,3,Sci-Fi
124,Filme_20,2,Drama
124,Filme_2,5,Comédia
124,Filme_12,2,Terror
124,Filme_42,1,Sci-Fi
124,Filme_18,4,Ação
124,Filme_25,4,Comédia
124,Filme_23,2,Ação
124,Filme_32,1,Sci-Fi
124,Filme_9,3,Terror
125,Filme_24,4,Ação
125,Filme_30,5,Comédia
